item_1,item_2,item_3,item_4,item_5,item_6,item_7,item_8,item_9,item_10,item_11,item_12,item_13,item_14,item_15,item_16,item_17,item_18,item_19,item_20,survey
2,4,3,3,2,3,1,4,1,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,haiexp_2
3,4,4,1,4,4,1,4,1,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,haiexp_2
2,4,4,2,4,4,1,4,1,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,haiexp_2
1,4,4,1,4,3,1,4,1,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,haiexp_2
1,4,4,1,3,2,1,4,1,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,haiexp_2
2,2.5,4,3,4,3,3,4,1,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,haiexp_2
1,4,4,2,4,2.5,1,4,1,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,haiexp_2
2,4,3,1,3,2,1,3,1,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,haiexp_2
1,4,4,1,3,2.5,3,3,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,haiexp_2
2,4,4,3,3,2,2,3,1,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,haiexp_2
3,2.5,4,1,4,1,1,4,1,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,haiexp_2
4,4,4,2,3,1,1,4,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,haiexp_2
1,4,3,1,4,2,1,3,1,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,haiexp_2
4,4,4,2,3,3,1,4,1,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,haiexp_2
2,4,4,1,4,2,1,3,1,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,haiexp_2
2,4,4,1,4,3,2,4,1,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,haiexp_2
1,4,4,1,4,3,1,4,1,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,haiexp_2
3,4,4,1,4,1,1,3,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,haiexp_2
1,2.5,2.5,2,4,3,1,4,1,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,haiexp_2
2,4,4,2,4,2,1,4,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,haiexp_2
2,4,4,1,4,3,1,4,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,haiexp_2
4,4,4,1,3,2,1,4,1,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,haiexp_2
2,4,4,1,4,2,1,4,1,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,haiexp_2
2,2.5,4,1,4,3,1,4,1,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,haiexp_2
1,3,4,1,4,3,1,4,1,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,haiexp_2
1,2.5,2.5,1,2.5,2.5,1,2.5,1,2.5,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,haiexp_2
4,1,1,1,1,1,4,3,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,haiexp_2
1,2.5,2.5,1,2.5,3,1,2.5,1,2.5,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,haiexp_2
1,2.5,2.5,1,2.5,4,1,4,1,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,haiexp_2
3,2.5,2.5,1,4,3,1,4,1,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,haiexp_2
3,4,4,2,3,3,1,3,1,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,haiexp_2
2,4,4,2,4,4,1,4,1,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,haiexp_2
2,4,3,2,3,3,1,4,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,haiexp_2
1,2.5,2.5,1,2.5,4,1,2.5,1,2.5,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,haiexp_2
3,4,4,2,4,2,3,3,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,haiexp_2
2,4,4,1,4,2,1,4,1,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,haiexp_2
1,4,4,2,3,2,2,4,1,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,haiexp_2
1,4,4,1,4,4,1,4,1,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,haiexp_2
1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,stai_state
2,1,3,1,1,2,4,3,1,3,1,1,1,3,2,4,3,2,1,3,stai_state
1,1,2,2,1,1,1,2,1,1,1,1,1,2,2,1,2,1,1,1,stai_state
2,2,2,1,1,2,1,1,1,2,1,1,1,1,2,2,2,2,1,1,stai_state
1,2,2,2,2,3,3,2,1,2,1,2,2,2,2,2,3,3,1,2,stai_state
2,1,3,1,1,3,3,2,1,2,1,3,2,2,2,2,3,1,1,1,stai_state
1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,stai_state
1,1,1,3,1,1,1,2,1,2,1,2,1,2,2,2,1,2,1,1,stai_state
2,4,3,3,3,3,2,3,2,3,1,2,2,3,3,2,3,3,2,1,stai_state
2,1,2,2,2,2,2,2,1,2,1,1,2,1,2,1,2,2,2,1,stai_state
3,1,3,3,1,2,3,3,1,2,1,2,2,2,3,1,3,2,1,1,stai_state
4,2,4,4,3,4,3,2,1,3,1,3,3,4,3,3,3,3,3,2,stai_state
1,2,4,1,1,2,1,2,1,2,1,2,1,2,2,1,2,1,1,1,stai_state
1,3,2,1,2,3,2,2,1,2,1,2,2,2,3,2,3,4,2,1,stai_state
1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,stai_state
2,3,3,3,3,2,3,2,1,2,1,3,2,2,3,1,3,3,2,1,stai_state
1,1,2,2,2,2,1,2,1,2,1,2,1,1,2,1,2,1,1,1,stai_state
2,3,3,3,3,3,2,3,1,1,1,3,3,3,3,3,2,3,2,1,stai_state
3,1,1,2,2,1,3,1,2,1,2,2,2,1,2,1,1,2,1,1,stai_state
2,2,1,2,1,1,1,1,2,1,1,2,2,1,1,1,2,2,1,1,stai_state
3,2,3,4,2,3,3,3,1,3,1,4,2,3,3,2,2,3,3,1,stai_state
1,2,2,1,1,2,4,2,1,2,1,1,1,2,2,1,2,2,2,1,stai_state
1,2,2,1,2,2,2,1,1,1,1,2,1,1,1,1,2,1,2,1,stai_state
1,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,stai_state
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,stai_state
1,1,2,1,1,2,2,1,1,1,1,1,1,1,2,1,1,2,2,1,stai_state
1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,stai_state
2,3,2,2,2,1,3,1,1,2,1,3,2,1,2,1,2,1,2,1,stai_state
1,1,1,3,4,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,stai_state
2,2,3,3,3,2,3,2,1,2,1,3,2,2,2,2,3,3,1,1,stai_state
1,1,1,3,2,1,1,1,3,1,1,4,3,1,2,1,1,1,4,1,stai_state
2,1,2,2,3,2,2,2,2,1,1,2,2,2,1,1,2,2,1,1,stai_state
1,2,2,1,1,2,2,2,1,2,1,1,1,2,3,1,3,2,1,1,stai_state
2,1,2,1,1,2,3,2,1,1,1,2,1,1,1,1,1,1,1,1,stai_state
3,1,3,2,1,3,3,2,2,1,1,2,2,2,2,1,2,2,2,1,stai_state
1,2,2,1,1,2,1,2,1,2,1,2,1,2,2,1,3,2,1,1,stai_state
3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,2,4,4,4,4,stai_state
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,stai_state
1,1,3,2,1,3,2,2,1,2,1,1,2,2,3,1,2,2,1,1,stai_state
1,2,1,1,2,1,1,1,1,1,2,2,1,1,2,1,2,1,1,1,stai_state
3,2,3,2,1,2,2,3,1,2,1,1,3,1,2,1,2,1,1,1,stai_state
1,1,4,1,1,2,1,1,1,2,1,2,1,1,1,1,2,1,1,1,stai_state
1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,1,2,stai_state
1,2,2,1,1,2,1,1,1,2,1,2,1,1,2,1,3,1,1,1,stai_state
1,1,2,1,1,1,1,1,1,3,1,1,1,1,2,1,1,1,1,1,stai_state
2,1,2,2,1,3,3,2,2,3,1,1,1,1,3,3,3,2,1,1,stai_state
1,1,1,1,1,1,4,1,1,1,1,1,2,2,2,4,2,2,1,1,stai_state
2,3,2,3,1,2,3,2,1,2,1,1,2,2,2,1,1,3,3,1,stai_state
1,1,3,2,3,3,2,3,2,3,1,2,3,3,3,3,3,3,2,1,stai_state
2,3,3,3,2,3,3,2,2,3,1,2,2,3,2,2,2,2,2,1,stai_state
1,1,4,1,1,1,4,1,1,1,1,2,1,1,3,4,2,1,1,1,stai_state
2,3,2,1,2,1,4,1,1,3,1,2,2,3,3,4,3,3,1,1,stai_state
1,3,1,1,3,1,1,2,2,2,1,2,2,1,1,2,3,1,1,1,stai_state
1,2,2,2,1,2,2,1,1,1,1,2,2,1,1,1,1,2,1,1,stai_state
1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,stai_state
1,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,stai_state
1,1,2,1,1,2,2,2,1,3,1,2,1,3,3,2,3,3,1,1,stai_state
1,1,2,1,1,2,2,2,1,2,1,1,1,2,3,2,3,4,1,1,stai_state
1,1,2,1,1,1,2,2,1,1,1,1,2,2,2,1,2,2,1,1,stai_state
2,1,2,1,1,2,3,2,1,2,1,4,1,1,3,1,1,1,1,1,stai_state
1,2,1,1,1,1,4,1,1,2,1,2,1,2,2,4,2,1,1,1,stai_state
4,4,3,2,4,2,3,2,1,3,1,3,4,3,3,1,2,3,2,3,stai_state
2,4,3,2,2,3,3,1,1,3,1,2,2,3,3,1,2,3,1,1,stai_state
1,4,2,1,2,2,2,1,2,1,1,2,3,3,3,2,1,3,1,1,stai_state
3,3,3,3,3,2,3,3,1,3,1,4,3,3,3,2,3,3,2,1,stai_state
1,1,2,2,1,2,2,1,1,2,1,1,2,2,2,2,2,1,1,1,stai_state
1,3,2,2,2,3,2,3,2,2,1,1,1,2,2,2,2,2,4,2,stai_state
1,1,2,1,1,1,3,1,2,2,1,1,2,2,1,3,1,2,1,1,stai_state
1,1,1,1,1,3,1,1,1,2,1,1,1,2,2,1,1,1,1,1,stai_state
1,2,2,1,1,2,1,1,1,2,1,1,1,2,2,1,2,2,2,1,stai_state
1,1,2,2,2,2,2,2,1,2,1,2,1,2,3,2,3,2,2,1,stai_state
1,3,1,4,3,1,2,1,3,2,4,2,1,1,1,1,1,4,4,3,stai_state
3,2,3,3,3,4,3,2,1,2,2,2,2,2,2,1,2,1,2,1,stai_state
1,2,2,3,2,2,3,1,1,2,1,1,1,2,2,2,2,2,1,1,stai_state
1,2,1,2,3,1,1,1,2,2,1,3,2,1,2,2,2,1,1,1,stai_state
2,3,2,3,2,4,3,2,2,2,2,4,1,2,3,3,1,2,3,3,stai_state
2,1,2,1,1,2,2,2,1,2,1,1,1,3,3,2,2,3,2,2,stai_state
1,1,2,1,1,1,1,2,1,2,1,1,1,2,2,2,2,2,1,1,stai_state
1,3,1,2,2,2,2,1,1,1,1,2,1,1,2,1,2,1,2,1,stai_state
2,2,2,2,3,2,2,2,2,2,1,2,2,2,3,2,3,2,2,2,stai_state
2,4,4,2,3,3,2,4,1,4,2,3,2,4,4,3,3,3,1,1,stai_state
3,2,2,2,2,2,2,2,1,3,1,3,1,2,2,1,3,2,1,1,stai_state
3,2,2,2,2,3,3,2,1,2,1,2,1,2,2,2,2,3,3,1,stai_state
2,1,1,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,stai_trait
3,3,3,3,3,3,3,3,3,4,3,3,3,2,3,3,3,3,3,2,stai_trait
1,2,1,1,1,1,1,1,2,2,1,2,2,1,1,2,2,1,3,3,stai_trait
1,1,1,1,1,1,2,1,3,2,2,1,1,1,2,2,1,2,2,1,stai_trait
2,3,2,3,2,2,2,2,2,3,2,3,2,1,2,3,2,3,2,2,stai_trait
2,2,2,2,2,2,2,2,3,3,2,3,2,1,2,3,3,2,4,1,stai_trait
1,1,1,1,1,2,2,1,2,1,1,1,2,1,2,1,1,1,2,2,stai_trait
1,1,2,2,1,1,2,2,2,2,1,1,2,1,2,2,2,2,2,1,stai_trait
3,3,2,2,1,1,3,2,3,2,3,3,3,1,2,3,2,2,3,3,stai_trait
3,2,3,2,2,2,2,2,3,3,2,2,2,1,1,3,2,3,2,2,stai_trait
3,3,2,2,1,1,2,2,3,2,3,2,3,2,3,2,3,3,3,3,stai_trait
3,3,3,2,2,3,4,2,4,3,2,3,2,1,2,2,3,2,2,3,stai_trait
1,2,1,1,2,2,2,2,2,1,1,1,2,2,1,1,1,2,3,2,stai_trait
3,1,3,3,3,3,4,3,4,3,3,4,4,4,4,4,3,4,4,4,stai_trait
1,2,1,1,1,1,1,1,2,1,1,2,2,1,2,2,2,1,2,2,stai_trait
2,2,2,2,2,2,2,2,3,3,2,4,3,1,2,3,2,3,2,2,stai_trait
2,2,2,2,1,1,2,2,2,2,2,1,2,1,2,3,2,2,4,2,stai_trait
3,3,1,1,2,1,2,2,3,2,2,2,3,2,4,1,4,2,3,3,stai_trait
1,1,1,1,2,1,2,2,1,1,1,2,2,1,2,2,2,2,2,2,stai_trait
2,2,1,1,1,2,2,2,3,2,1,2,2,1,2,3,2,2,3,2,stai_trait
2,3,3,2,1,2,1,3,3,3,2,2,2,1,2,3,3,3,4,4,stai_trait
2,3,1,2,2,1,2,1,2,2,2,2,2,1,2,3,3,2,4,2,stai_trait
1,2,1,1,2,2,2,1,1,1,1,1,2,1,1,2,2,2,2,1,stai_trait
1,2,1,1,1,1,2,1,2,1,1,1,2,1,2,2,2,1,2,2,stai_trait
1,1,2,1,1,1,1,1,2,1,4,1,1,1,1,1,1,1,1,1,stai_trait
1,2,1,1,2,1,1,2,2,2,1,1,1,1,2,2,1,1,2,1,stai_trait
1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,2,1,1,1,1,stai_trait
3,2,2,2,2,2,2,2,4,2,1,2,2,1,3,2,2,2,2,2,stai_trait
1,2,1,1,1,1,1,1,3,1,1,2,1,1,1,3,1,1,3,2,stai_trait
3,3,3,3,2,3,4,3,3,3,3,2,2,2,3,3,2,3,2,1,stai_trait
1,2,1,2,1,1,2,1,3,1,2,1,2,1,1,3,3,2,1,3,stai_trait
1,1,1,1,1,1,2,1,2,1,1,2,3,2,2,2,2,2,2,2,stai_trait
2,3,2,2,2,2,2,2,3,2,3,3,2,1,2,3,3,3,2,3,stai_trait
1,1,1,1,1,1,2,1,2,1,1,1,2,1,1,2,1,1,2,1,stai_trait
1,2,1,1,1,1,2,2,3,2,2,2,2,1,1,3,2,1,2,2,stai_trait
2,3,2,2,2,2,2,1,2,2,1,2,2,1,3,3,2,3,2,3,stai_trait
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,stai_trait
1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,stai_trait
2,1,2,2,2,2,1,2,3,2,2,2,2,2,2,2,3,1,3,2,stai_trait
1,1,1,1,2,2,2,2,3,1,1,2,1,1,2,3,2,2,3,2,stai_trait
2,2,2,1,3,1,2,1,3,3,2,1,2,1,2,2,3,2,1,2,stai_trait
1,1,1,1,1,1,2,1,2,1,1,2,1,1,2,3,2,2,2,2,stai_trait
2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,3,2,2,2,2,stai_trait
2,2,1,1,1,2,2,2,2,2,2,2,2,1,2,2,1,2,4,1,stai_trait
1,1,3,1,2,1,1,1,2,2,1,1,2,2,1,1,1,4,1,2,stai_trait
2,2,3,2,1,2,2,2,3,3,3,2,2,1,3,2,1,3,2,2,stai_trait
1,1,1,1,1,1,2,2,2,2,1,2,1,1,1,2,2,3,2,1,stai_trait
2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,1,stai_trait
4,3,3,3,2,2,2,3,3,3,3,2,1,2,3,3,2,2,3,3,stai_trait
2,3,3,3,2,2,2,2,4,2,1,3,2,1,3,3,1,3,3,2,stai_trait
1,2,2,1,1,1,2,1,2,2,1,2,1,1,2,3,2,2,2,2,stai_trait
3,3,3,3,2,2,3,3,4,3,3,2,2,2,2,2,4,3,3,1,stai_trait
2,2,1,1,2,2,2,2,2,2,1,1,2,1,2,2,3,2,1,2,stai_trait
2,1,1,2,1,1,2,1,2,1,2,2,2,1,1,2,1,2,1,1,stai_trait
1,1,1,1,1,1,2,2,2,1,1,1,1,1,2,1,1,1,1,2,stai_trait
1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,3,1,1,2,2,stai_trait
3,3,3,3,2,2,2,3,4,4,3,2,2,1,2,4,2,3,2,2,stai_trait
3,3,2,2,2,2,3,3,3,4,2,3,2,2,4,3,3,4,4,2,stai_trait
1,1,1,1,2,2,2,1,2,1,1,2,1,2,2,2,2,1,2,2,stai_trait
1,3,1,1,1,1,1,2,4,1,1,1,2,1,1,4,3,1,2,2,stai_trait
2,1,2,1,2,1,2,2,2,2,1,1,2,1,2,3,2,2,2,1,stai_trait
3,3,3,2,4,3,3,2,3,2,3,4,4,2,4,3,4,4,4,4,stai_trait
3,3,3,3,2,2,2,2,3,3,2,2,3,2,2,3,2,2,3,2,stai_trait
2,2,2,1,1,2,1,3,2,2,2,4,4,1,2,3,2,2,2,3,stai_trait
3,3,3,3,2,3,4,2,4,3,3,3,3,2,3,4,4,3,3,2,stai_trait
2,2,2,2,1,1,2,1,3,2,1,2,1,1,1,1,1,2,1,1,stai_trait
2,1,2,2,2,1,2,2,2,2,3,1,3,3,2,2,2,2,1,3,stai_trait
1,2,1,1,2,2,1,1,2,1,1,1,2,2,2,1,2,2,2,2,stai_trait
2,2,2,1,1,1,1,2,3,1,1,2,2,1,1,2,2,2,2,2,stai_trait
2,2,2,1,1,1,2,1,3,2,1,1,2,1,2,2,2,2,2,1,stai_trait
3,3,3,3,2,2,2,2,3,3,3,2,2,2,3,3,3,3,3,2,stai_trait
3,2,1,1,1,1,2,2,2,2,2,3,2,4,2,4,3,4,2,4,stai_trait
1,2,1,1,2,2,1,1,4,2,2,1,1,1,3,3,1,3,1,1,stai_trait
2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,stai_trait
2,2,3,2,3,2,2,2,3,2,3,2,3,1,3,3,3,3,3,4,stai_trait
3,1,3,2,2,2,3,3,4,2,3,4,3,2,2,4,2,2,3,2,stai_trait
3,2,2,2,2,1,1,4,4,4,3,1,2,2,2,2,2,1,1,3,stai_trait
1,2,2,2,2,1,2,2,2,2,2,2,2,1,2,3,1,1,2,2,stai_trait
1,2,1,1,1,1,2,1,3,1,1,3,1,1,2,2,2,1,2,2,stai_trait
2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,3,2,3,2,3,stai_trait
2,2,2,2,1,2,1,2,3,2,2,4,2,1,1,3,2,2,2,1,stai_trait
2,2,3,3,2,2,3,2,4,3,3,3,3,3,3,2,2,3,3,3,stai_trait
2,2,2,2,2,1,2,2,3,2,2,2,2,2,2,3,1,2,2,2,stai_trait
